मोहब्बत	सेक्स	3.480145553775274	6.8	1
बाघ	बिल्ली	5.456492759773399	7.0	0
किताब	कागज़	5.772483683253553	7.6	0
कंप्यूटर	कीबोर्ड	5.557799396620199	7.6	0
कंप्यूटर	इंटरनेट	6.982660767421115	8.0	0
विमान	कार	6.010701311512701	6.0	0
रेलगाड़ी	कार	5.693607316364027	6.2	0
टेलीफोन	संचार	5.599376998623901	7.6	0
टेलीविजन	रेडियो	6.654107970125887	6.4	0
मीडिया	रेडियो	5.226255659627412	5.8	0
ब्रेड	मक्खन	6.223899680544394	6.6	0
खीरा	आलू	5.6974279850034915	5.8	0
चिकित्सक	नर्स	6.946243071744399	7.6	0
प्रोफ़ेसर	चिकित्सक	4.23055893992357	4.6	0
छात्र	प्रोफ़ेसर	4.828631470650285	7.0	1
होशियार	छात्र	3.8951637074241803	5.2	1
होशियार	बेवकूफ	5.703295367051462	6.2	0
किताब	पुस्तकालय	4.463667521211675	7.6	1
बैंक	पैसे	5.727216587830006	8.0	0
लकड़ी	जंगल	5.661059346265409	7.0	0
प्रोफ़ेसर	खीरा	-0.9180405557172083	0.0	0
राजा	रानी	6.560090132816447	8.2	0
बिशप	रबी	0.7509658694115694	7.0	1
यरूशलेम	इजराइल	4.483538593202817	7.8	1
पवित्र	सेक्स	3.0761586489358814	1.0	0
माराडोना	फ़ुटबॉल	4.155328426164093	7.8	1
फ़ुटबॉल	सॉकर	6.615199562626906	9.0	0
फ़ुटबॉल	बास्केटबाल	4.6500581406794925	6.4	1
फ़ुटबॉल	टेनिस	5.49661236072607	5.8	0
टेनिस	रैकेट	4.362918463622096	7.4	1
कानून	वकील	5.8145127582803635	7.8	0
चलचित्र	पॉपकॉर्न	2.8328028241596797	6.6	1
चलचित्र	आलोचक	2.4103499418425898	6.6	1
चलचित्र	थिएटर	3.292842052103669	8.4	1
पीना	कार	2.471738607487815	1.4	0
पीना	कान	2.94076004460251	0.4	0
पीना	मुंह	4.827905768592519	7.0	1
बच्चा	मां	6.594818106262839	7.2	0
पीना	मां	3.1777251252040757	1.8	0
मणि	गहना	2.945953189950714	6.8	1
भट्ठी	स्टोव	4.847415327495833	8.4	1
भोजन	फल	6.67103870573821	6.6	0
पक्षी	सारस	6.895947970503134	7.4	0
भाई	साधु	3.9793450762662474	1.4	0
यात्रा	कार	5.045650046305319	6.2	0
साधु	गुलाम	2.0542455602579426	0.2	0
कांच	जादूगर	2.2292475963852807	2.0	0
पैसे	मुद्रा	4.957973518525215	8.6	1
पैसे	धन	7.046532768580911	9.2	0
पैसे	संपत्ति	6.021394869574789	8.4	0
पैसे	बैंक	5.727216587830006	8.2	0
पैसे	जमा	6.2972559918607605	6.6	0
पैसे	ऑपरेशन	3.4406117573578388	2.6	0
बाघ	जैगुआर	2.7995894769002545	8.0	1
बाघ	जानवर	7.211980220734992	7.6	0
बाघ	चिड़ियाघर	5.449349661662155	6.8	0
मनोविज्ञान	चिंता	3.234600471145072	6.2	1
मनोविज्ञान	डर	2.4950654013151605	5.2	1
मनोविज्ञान	डिप्रेशन	3.333206888498893	7.0	1
मनोविज्ञान	क्लिनिक	3.3333522632918164	6.4	1
मनोविज्ञान	चिकित्सक	4.880690547262613	7.0	1
मनोविज्ञान	मन	3.6590418875046455	7.4	1
मनोविज्ञान	स्वास्थ्य	5.156012645099256	6.2	0
मनोविज्ञान	विज्ञान	7.450683205393637	7.0	0
मनोविज्ञान	अनुशासन	5.041249928481308	4.2	1
0.63