मोहब्बत	सेक्स	3.129995960630356	6.8	0
बाघ	बिल्ली	5.3360251205394995	7.0	0
किताब	कागज़	5.469306320626211	7.6	1
कंप्यूटर	कीबोर्ड	7.682935197632979	7.6	0
कंप्यूटर	इंटरनेट	8.108631837157953	8.0	0
विमान	कार	6.37313886680303	6.0	0
रेलगाड़ी	कार	7.488715028895173	6.2	1
टेलीफोन	संचार	3.7456738754657377	7.6	1
टेलीविजन	रेडियो	8.01967057943007	6.4	1
मीडिया	रेडियो	4.965292987917235	5.8	0
ब्रेड	मक्खन	8.236988445197735	6.6	1
खीरा	आलू	8.30386219645598	5.8	1
चिकित्सक	नर्स	7.180417394530353	7.6	0
प्रोफ़ेसर	चिकित्सक	4.706634514557622	4.6	0
छात्र	प्रोफ़ेसर	4.458838323926008	7.0	0
होशियार	छात्र	2.221747803010374	5.2	0
होशियार	बेवकूफ	6.04551228502615	6.2	0
किताब	पुस्तकालय	2.8826952085883577	7.6	1
बैंक	पैसे	4.355809053434058	8.0	1
लकड़ी	जंगल	5.527214472717353	7.0	0
प्रोफ़ेसर	खीरा	-0.05156214959488075	0.0	0
राजा	रानी	6.619058664798811	8.2	1
बिशप	रबी	-1.189306442321265	7.0	0
यरूशलेम	इजराइल	5.509077698879472	7.8	1
पवित्र	सेक्स	0.9757400403540345	1.0	0
माराडोना	फ़ुटबॉल	7.276397717863282	7.8	0
फ़ुटबॉल	सॉकर	8.76856870723743	9.0	0
फ़ुटबॉल	बास्केटबाल	7.947431034397061	6.4	1
फ़ुटबॉल	टेनिस	8.422405158087043	5.8	1
टेनिस	रैकेट	2.2198628520070596	7.4	1
कानून	वकील	3.841879054422166	7.8	1
चलचित्र	पॉपकॉर्न	2.4394680345059867	6.6	0
चलचित्र	आलोचक	3.5865936222139294	6.6	0
चलचित्र	थिएटर	5.928101567120375	8.4	1
पीना	कार	0.14033539234479228	1.4	0
पीना	कान	1.3512139846808795	0.4	0
पीना	मुंह	2.2652243952883167	7.0	0
बच्चा	मां	5.297820163696395	7.2	1
पीना	मां	1.6959013211285807	1.8	0
मणि	गहना	3.6144583001237245	6.8	0
भट्ठी	स्टोव	7.895333965402297	8.4	0
भोजन	फल	6.405230999160626	6.6	0
पक्षी	सारस	8.71589061571268	7.4	0
भाई	साधु	3.4423449286977004	1.4	0
यात्रा	कार	3.71261742752253	6.2	0
साधु	गुलाम	2.0122458752763537	0.2	0
कांच	जादूगर	2.27489981782702	2.0	0
पैसे	मुद्रा	2.7428430543916087	8.6	1
पैसे	धन	6.681554271672919	9.2	1
पैसे	संपत्ति	4.6409027953881825	8.4	1
पैसे	बैंक	4.355809053434058	8.2	1
पैसे	जमा	4.1520740372384	6.6	0
पैसे	ऑपरेशन	1.5446109003267272	2.6	0
बाघ	जैगुआर	2.182715971139499	8.0	1
बाघ	जानवर	7.367996813242534	7.6	0
बाघ	चिड़ियाघर	6.227161134535212	6.8	0
मनोविज्ञान	चिंता	1.661009632839217	6.2	0
मनोविज्ञान	डर	-0.4099818038708193	5.2	0
मनोविज्ञान	डिप्रेशन	3.725543056859584	7.0	0
मनोविज्ञान	क्लिनिक	3.094649544237884	6.4	0
मनोविज्ञान	चिकित्सक	4.528347128372078	7.0	0
मनोविज्ञान	मन	2.5130451615957963	7.4	1
मनोविज्ञान	स्वास्थ्य	4.304416163543148	6.2	0
मनोविज्ञान	विज्ञान	7.902854426431034	7.0	1
मनोविज्ञान	अनुशासन	5.841777546841499	4.2	0
0.65